date,startup_name,industry,city,investment_type,amount_usd,period
2015-06-25,Fusion Microfinance,FinTech,Delhi,Private Equity,8600000.0,Pre-COVID
2015-06-25,Zinka,Logistics,Bengaluru,Private Equity,6000000.0,Pre-COVID
2015-06-26,GetMyPeon,Others,Mumbai,Seed,250000.0,Pre-COVID
2015-06-26,CreditMantri,FinTech,Chennai,Private Equity,2500000.0,Pre-COVID
2015-06-29,UrbanClap,E-commerce,Delhi,Private Equity,10000000.0,Pre-COVID
2015-06-29,StayGlad,E-commerce,Bengaluru,Seed,,Pre-COVID
2015-06-29,AdWyze,SaaS,Bengaluru,Seed,1000000.0,Pre-COVID
2015-06-29,Zimmber,Others,Mumbai,Seed,400000.0,Pre-COVID
2015-06-30,MyCFO,FinTech,Mumbai,Private Equity,1500000.0,Pre-COVID
2015-06-30,Buttercups,SaaS,Bengaluru,Seed,,Pre-COVID
2015-06-30,RailYatri,Others,Bengaluru,Private Equity,,Pre-COVID
2015-06-30,aagaar.com,FoodTech,Gurugram,Seed,,Pre-COVID
2015-06-30,Flatchat,Mobility,Bengaluru,Private Equity,2500000.0,Pre-COVID
2015-07-01,NxtGen,SaaS,Bengaluru,Private Equity,13500000.0,Pre-COVID
2015-07-01,iDreamCareer,SaaS,Delhi,Seed,,Pre-COVID
2015-07-01,Ola Cabs,Mobility,Bengaluru,Private Equity,,Pre-COVID
2015-07-01,Retigence Technologies,Mobility,Mumbai,Private Equity,,Pre-COVID
2015-07-01,Parcelled,Logistics,Bengaluru,Seed,,Pre-COVID
2015-07-01,Cloudcherry Analytics,Enterprise,Chennai,Seed,1000000.0,Pre-COVID
2015-07-02,BankBazaar,FinTech,Chennai,Private Equity,60000000.0,Pre-COVID
2015-07-02,Gozoomo,E-commerce,Bengaluru,Private Equity,5000000.0,Pre-COVID
2015-07-02,Zenatix,AI & Deep Tech,Gurugram,Seed,161000.0,Pre-COVID
2015-07-03,CultureAlley,EdTech,Jaipur,Private Equity,6500000.0,Pre-COVID
2015-07-03,Goqii,HealthTech,Mumbai,Private Equity,,Pre-COVID
2015-07-03,Gingercrush,SaaS,Ahmedabad,Seed,1000000.0,Pre-COVID
2015-07-04,Elanic,FinTech,Bengaluru,Seed,,Pre-COVID
2015-07-04,Stitchwood,E-commerce,Mumbai,Seed,395000.0,Pre-COVID
2015-07-05,Urban Tailor,Others,Bengaluru,Seed,,Pre-COVID
2015-07-06,ConfirmtTkt,Others,Bengaluru,Seed,,Pre-COVID
2015-07-06,Paper Boat,FoodTech,Gurugram,Private Equity,30000000.0,Pre-COVID
2015-07-06,getNow,E-commerce,Nagpur,Seed,,Pre-COVID
2015-07-07,Eatlo,FoodTech,Bengaluru,Seed,,Pre-COVID
2015-07-07,IndiaLends,FinTech,Delhi,Private Equity,,Pre-COVID
2015-07-07,Wudstay,RealEstate,Gurugram,Private Equity,3000000.0,Pre-COVID
2015-07-07,Liases Foras,RealEstate,Delhi,Private Equity,5000000.0,Pre-COVID
2015-07-08,Flytxt,SaaS,Mumbai,Private Equity,11000000.0,Pre-COVID
2015-07-08,Axtria,SaaS,,Private Equity,30000000.0,Pre-COVID
2015-07-08,33Coupons,SaaS,Kanpur,Seed,20000.0,Pre-COVID
2015-07-08,Ampere,Others,Coimbatore,Seed,,Pre-COVID
2015-07-08,Hopping Chef,FoodTech,Mumbai,Seed,470000.0,Pre-COVID
2015-07-08,Collectabillia,E-commerce,Bengaluru,Private Equity,7500000.0,Pre-COVID
2015-07-08,Lendingkart,FinTech,Ahmedabad,Private Equity,10000000.0,Pre-COVID
2015-07-08,Lybrate,HealthTech,Delhi,Private Equity,10200000.0,Pre-COVID
2015-07-08,Zoomcar,Mobility,Bengaluru,Private Equity,11000000.0,Pre-COVID
2015-07-08,Quinto,FoodTech,Pune,Seed,,Pre-COVID
2015-07-08,Saavn,Media,Mumbai,Private Equity,100000000.0,Pre-COVID
2015-07-09,\\xc2\\xa0Notesgen,E-commerce,Delhi,Seed,,Pre-COVID
2015-07-09,\\xc2\\xa0Bluestone,E-commerce,Bengaluru,Private Equity,,Pre-COVID
2015-07-09,\\xc2\\xa0News in shorts,Media,Noida,Private Equity,,Pre-COVID
2015-07-09,\\xc2\\xa0Shopsity,E-commerce,Gurugram,Seed,,Pre-COVID
2015-07-10,\\xc2\\xa0Footprints Education,EdTech,Gurugram,Seed,,Pre-COVID
2015-07-10,\\xc2\\xa0Loylty Rewards,Others,Mumbai,Private Equity,,Pre-COVID
2015-07-13,\\xc2\\xa0Ameyo,SaaS,Gurugram,Private Equity,,Pre-COVID
2015-07-13,\\xc2\\xa0Mamagoto,FoodTech,Delhi,Private Equity,,Pre-COVID
2015-07-13,\\xc2\\xa0Satvacart,FoodTech,Gurugram,Seed,,Pre-COVID
2015-07-14,MySmartPrice,Others,Hyderabad,Private Equity,10000000.0,Pre-COVID
2015-07-14,Zenify,Mobility,Bengaluru,Seed,,Pre-COVID
2015-07-14,Boxmyspace,Logistics,Mumbai,Seed,300000.0,Pre-COVID
2015-07-14,HackerRank,SaaS,Bengaluru,Private Equity,7500000.0,Pre-COVID
2015-07-14,WickedRide,Mobility,Bengaluru,Seed,790000.0,Pre-COVID
2015-07-14,WoWexpress,Logistics,Mumbai,Seed,500000.0,Pre-COVID
2015-07-15,Mobikon,FoodTech,Pune,Private Equity,2300000.0,Pre-COVID
2015-07-15,InstaLively.com,Media,Delhi,Seed,,Pre-COVID
2015-07-15,Roadrunnr,Logistics,Bengaluru,Private Equity,11000000.0,Pre-COVID
2015-07-15,Oyo Rooms,RealEstate,Gurugram,Private Equity,100000000.0,Pre-COVID
2015-07-16,Ketto,SaaS,Mumbai,Seed,700000.0,Pre-COVID
2015-07-17,QuikWallet,FinTech,Mumbai,Private Equity,1600000.0,Pre-COVID
2015-07-17,Omnikart,E-commerce,Mumbai,Seed,100000.0,Pre-COVID
2015-07-20,Innoviti,FinTech,Bengaluru,Private Equity,4850000.0,Pre-COVID
2015-07-20,Zo Rooms,Mobility,Delhi,Private Equity,15000000.0,Pre-COVID
2015-07-21,Joy by nature,FoodTech,Delhi,Private Equity,1000000.0,Pre-COVID
2015-07-21,ZenRadius,SaaS,Bengaluru,Seed,,Pre-COVID
2015-07-22,Iqlect,SaaS,Bengaluru,Private Equity,2000000.0,Pre-COVID
2015-07-22,deGustibus,FoodTech,Mumbai,Private Equity,30000000.0,Pre-COVID
2015-07-23,JetSetGo,E-commerce,Delhi,Seed,,Pre-COVID
2015-07-23,Quikr,Others,Mumbai,Private Equity,60000000.0,Pre-COVID
2015-07-23,Fitternity,HealthTech,Mumbai,Private Equity,1000000.0,Pre-COVID
2015-07-23,HolidayIQ,Mobility,Bengaluru,Private Equity,15000000.0,Pre-COVID
2015-07-23,iCrushiFlush,Others,Mumbai,Seed,,Pre-COVID
2015-07-23,Myonsto,Others,Ahmedabad,Seed,320000.0,Pre-COVID
2015-07-23,Nestaway,RealEstate,Bengaluru,Private Equity,12750000.0,Pre-COVID
2015-07-23,MedGenome,HealthTech,Bengaluru,Private Equity,20000000.0,Pre-COVID
2015-07-23,Mswipe,FinTech,,Private Equity,25000000.0,Pre-COVID
2015-07-24,BroEx,RealEstate,Gurugram,Private Equity,1000000.0,Pre-COVID
2015-07-25,Shopatplaces,E-commerce,Delhi,Seed,,Pre-COVID
2015-07-25,CredR,E-commerce,Mumbai,Private Equity,15000000.0,Pre-COVID
2015-07-27,Bevy,SaaS,Bengaluru,Seed,,Pre-COVID
2015-07-27,Townrush,Logistics,Bengaluru,Seed,,Pre-COVID
2015-07-27,Locus,Logistics,Bengaluru,Seed,,Pre-COVID
2015-07-27,ManageMySpa,SaaS,Hyderabad,Private Equity,6000000.0,Pre-COVID
2015-07-28,Pepperfry,RealEstate,Mumbai,Private Equity,100000000.0,Pre-COVID
2015-07-28,Flipkart.com,E-commerce,Bengaluru,Private Equity,700000000.0,Pre-COVID
2015-07-28,Opinio,FoodTech,Bengaluru,Seed,1300000.0,Pre-COVID
2015-07-28,Zoctr,HealthTech,Mumbai,Seed,1000000.0,Pre-COVID
2015-07-29,Zovi.com / Little App,E-commerce,Bengaluru,Private Equity,50000000.0,Pre-COVID
2015-07-29,Swajal,Others,Gurugram,Private Equity,1200000.0,Pre-COVID
2015-07-29,Zimmber,Others,Mumbai,Private Equity,2000000.0,Pre-COVID
2015-07-29,trueHb,HealthTech,Delhi,Seed,2400000.0,Pre-COVID
2015-07-30,Pipa Bella,E-commerce,Mumbai,Private Equity,600000.0,Pre-COVID
2015-07-30,Pragmatix,Mobility,Mumbai,Private Equity,2400000.0,Pre-COVID
2015-07-30,Droom.in,E-commerce,Delhi,Private Equity,16000000.0,Pre-COVID
2015-07-30,MadRat Games,EdTech,Bengaluru,Seed,168000.0,Pre-COVID
2015-07-30,Noodle Play,FoodTech,Mumbai,Seed,168000.0,Pre-COVID
2015-07-30,Wassup,Others,Chennai,Private Equity,,Pre-COVID
2015-07-30,Cartisan,Others,Bengaluru,Seed,,Pre-COVID
2015-07-31,Bona Vita,Mobility,Gurugram,Private Equity,5000000.0,Pre-COVID
2015-07-31,LazyLad,FoodTech,Gurugram,Private Equity,500000.0,Pre-COVID
2015-07-31,TripFactory,Others,Bengaluru,Private Equity,,Pre-COVID
2015-07-31,Prothom,Others,Pune,Private Equity,2000000.0,Pre-COVID
2015-08-01,Snapdeal,E-commerce,Delhi,Private Equity,500000000.0,Pre-COVID
2015-08-01,Ressy,FoodTech,Pune,Seed,400000.0,Pre-COVID
2015-08-03,Cuelearn,EdTech,Delhi,Seed,,Pre-COVID
2015-08-03,Connect India,Logistics,Delhi,Private Equity,5000000.0,Pre-COVID
2015-08-03,The Home Salon,HealthTech,Mumbai,Seed,,Pre-COVID
2015-08-03,Jusride,Mobility,Mumbai,Seed,,Pre-COVID
2015-08-03,Oyorooms,RealEstate,Delhi,Private Equity,100000000.0,Pre-COVID
2015-08-03,Glowship,E-commerce,Bengaluru,Seed,,Pre-COVID
2015-08-03,Wizrocket,SaaS,Mumbai,Private Equity,9600000.0,Pre-COVID
2015-08-04,Pickingo,Logistics,Delhi,Private Equity,1300000.0,Pre-COVID
2015-08-05,Zocalo,Mobility,Delhi,Seed,,Pre-COVID
2015-08-05,Sunday Realty Solutions,RealEstate,Mumbai,Seed,785000.0,Pre-COVID
2015-08-05,NightStay,Mobility,Noida,Seed,500000.0,Pre-COVID
2015-08-05,Grex,SaaS,Pune,Seed,650000.0,Pre-COVID
2015-08-05,Zo Rooms,Mobility,Delhi,Private Equity,30000000.0,Pre-COVID
2015-08-05,LetsTransport,Logistics,Bengaluru,Seed,1300000.0,Pre-COVID
2015-08-05,Doormint,Others,Mumbai,Private Equity,3000000.0,Pre-COVID
2015-08-06,Klozee,E-commerce,Bengaluru,Seed,,Pre-COVID
2015-08-06,Appvigil,SaaS,Mumbai,Seed,500000.0,Pre-COVID
2015-08-06,practo,HealthTech,Bengaluru,Private Equity,90000000.0,Pre-COVID
2015-08-06,LoudShout,Others,Delhi,Seed,,Pre-COVID
2015-08-06,Wetravelsolo,Mobility,Delhi,Seed,,Pre-COVID
2015-08-06,Ketto,SaaS,Mumbai,Seed,700000.0,Pre-COVID
2015-08-06,Ezetap,Others,Bengaluru,Private Equity,25000000.0,Pre-COVID
2015-08-06,NDTV ecommerce venture,E-commerce,Mumbai,Private Equity,,Pre-COVID
2015-08-07,iOrderFresh,FoodTech,Delhi,Seed,,Pre-COVID
2015-08-07,StoreMore.in,Others,Noida,Seed,,Pre-COVID
2015-08-07,EasyRewardz,Others,Mumbai,Private Equity,500000.0,Pre-COVID
2015-08-07,Carl\\xe2\\x80\\x99s Jr,FoodTech,Gurugram,Seed,630000.0,Pre-COVID
2015-08-07,GIBSS,Cleantech,Mumbai,Private Equity,,Pre-COVID
2015-08-10,MyTaxiIndia,Mobility,Gurugram,Private Equity,500000.0,Pre-COVID
2015-08-10,eSadar,E-commerce,Delhi,Seed,80000.0,Pre-COVID
2015-08-10,Actionable Analytics,EdTech,Delhi,Seed,,Pre-COVID
2015-08-10,MyPoolin,Others,Delhi,Seed,250000.0,Pre-COVID
2015-08-10,NearBuy (previously\\xc2\\xa0 groupon India),E-commerce,Delhi,Private Equity,16000000.0,Pre-COVID
2015-08-10,Inkmonk,E-commerce,Chennai,Seed,250000.0,Pre-COVID
2015-08-10,ToneTag,FinTech,Bengaluru,Private Equity,1000000.0,Pre-COVID
2015-08-10,Grey Orange,RealEstate,Gurugram,Private Equity,30000000.0,Pre-COVID
2015-08-11,Livspace,RealEstate,Bengaluru,Private Equity,8000000.0,Pre-COVID
2015-08-11,WOW! MOMO,FoodTech,Kolkata,Seed,1600000.0,Pre-COVID
2015-08-11,RainCan,FoodTech,Pune,Seed,100000.0,Pre-COVID
2015-08-11,Infogain,Mobility,Delhi,Private Equity,63000000.0,Pre-COVID
2015-08-11,Allygrow Technologies,Others,Mumbai,Private Equity,20000000.0,Pre-COVID
2015-08-12,Scripbox,SaaS,Bengaluru,Private Equity,2500000.0,Pre-COVID
2015-08-12,Sheroes,SaaS,Noida,Seed,770000.0,Pre-COVID
2015-08-12,BigBasket,FoodTech,Bengaluru,Private Equity,50000000.0,Pre-COVID
2015-08-12,OneAssist,FinTech,Mumbai,Private Equity,7500000.0,Pre-COVID
2015-08-13,Agrostar,AgriTech,Pune,Private Equity,4000000.0,Pre-COVID
2015-08-13,Massblurb,SaaS,Mumbai,Seed,,Pre-COVID
2015-08-13,IFMR Holdings,FinTech,Chennai,Private Equity,25000000.0,Pre-COVID
2015-08-13,etaout,E-commerce,Noida,Seed,500000.0,Pre-COVID
2015-08-14,Trukky,Logistics,Ahmedabad,Seed,245000.0,Pre-COVID
2015-08-14,VoxWeb,Others,Mumbai,Seed,100000.0,Pre-COVID
2015-08-14,VanityCube,Others,Delhi,Seed,,Pre-COVID
2015-08-17,Gadgets 360,E-commerce,Delhi,Private Equity,,Pre-COVID
2015-08-17,ShadowFax,Logistics,Gurugram,Seed,310000.0,Pre-COVID
2015-08-17,MSM Box,SaaS,Delhi,Seed,,Pre-COVID
2015-08-17,Edu4Share,EdTech,Delhi,Seed,220000.0,Pre-COVID
2015-08-17,Orobind,HealthTech,Bengaluru,Private Equity,,Pre-COVID
2015-08-17,Sampurnearth,Cleantech,Mumbai,Seed,160000.0,Pre-COVID
2015-08-17,YourStory,Others,Mumbai,Seed,,Pre-COVID
2015-08-17,Fixy,Others,Mumbai,Seed,,Pre-COVID
2015-08-18,Zoojoo.be,HealthTech,Bengaluru,Private Equity,1000000.0,Pre-COVID
2015-08-18,Twyst,SaaS,Gurugram,Seed,,Pre-COVID
2015-08-18,IDfy,SaaS,Mumbai,Private Equity,,Pre-COVID
2015-08-18,HyperVerge,EdTech,Chennai,Seed,1000000.0,Pre-COVID
2015-08-18,IntelligenceNODE,SaaS,Mumbai,Private Equity,4200000.0,Pre-COVID
2015-08-18,Roposo,E-commerce,Gurugram,Private Equity,15000000.0,Pre-COVID
2015-08-19,Fashionove,E-commerce,Kolkata,Seed,,Pre-COVID
2015-08-19,TimeSaverz,Others,Mumbai,Private Equity,2400000.0,Pre-COVID
2015-08-19,Envoged,E-commerce,Mumbai,Seed,,Pre-COVID
2015-08-19,MebelKart,E-commerce,Bengaluru,Private Equity,20000000.0,Pre-COVID
2015-08-20,LabsAdvisor,HealthTech,Delhi,Seed,156000.0,Pre-COVID
2015-08-20,Flatpebble,E-commerce,Hyderabad,Seed,600000.0,Pre-COVID
2015-08-20,Bluegape.com,SaaS,Delhi,Seed,600000.0,Pre-COVID
2015-08-21,ePoise,SaaS,Bengaluru,Seed,500000.0,Pre-COVID
2015-08-24,BookMeIn,Others,Mumbai,Seed,400000.0,Pre-COVID
2015-08-24,iZofy,SaaS,Kolkata,Seed,,Pre-COVID
2015-08-24,rBus,Mobility,Mumbai,Seed,,Pre-COVID
2015-08-24,Jolly Food Fellow,FoodTech,Ahmedabad,Seed,300000.0,Pre-COVID
2015-08-25,Qyk App,Others,Bengaluru,Private Equity,1000000.0,Pre-COVID
2015-08-25,EazyDiner,FoodTech,Gurugram,Private Equity,3000000.0,Pre-COVID
2015-08-25,RevX,Enterprise,Mumbai,Private Equity,4000000.0,Pre-COVID
2015-08-25,ICustomMadeIt,E-commerce,Pune,Seed,250000.0,Pre-COVID
2015-08-26,FoodTalkIndia,FoodTech,Gurugram,Seed,500000.0,Pre-COVID
2015-08-26,Belita,Others,Mumbai,Seed,400000.0,Pre-COVID
2015-08-26,EzySolare,E-commerce,Ahmedabad,Seed,,Pre-COVID
2015-08-26,PickMyLaundry,Others,Delhi,Seed,100000.0,Pre-COVID
2015-08-27,InstaSafe,SaaS,Bengaluru,Seed,,Pre-COVID
2015-08-27,Eazy Coach,EdTech,Kolkata,Seed,,Pre-COVID
2015-08-27,Djubo.com,Mobility,Delhi,Private Equity,,Pre-COVID
2015-08-28,BetterButter.in,SaaS,Delhi,Seed,,Pre-COVID
2015-08-28,Vyomo,E-commerce,Bengaluru,Private Equity,2000000.0,Pre-COVID
2015-08-28,RollMafia,FoodTech,Pune,Seed,160000.0,Pre-COVID
2015-08-29,iamwire,Media,Gurugram,Seed,,Pre-COVID
2015-08-31,DropKaffe,Logistics,Bengaluru,Seed,300000.0,Pre-COVID
2015-08-31,Reverie,SaaS,Bengaluru,Private Equity,4000000.0,Pre-COVID
2015-08-31,Infinite Analytics,SaaS,Mumbai,Private Equity,,Pre-COVID
2015-09-01,TOFlo,FinTech,Mumbai,Seed,100000.0,Pre-COVID
2015-09-01,FXMartIndia,FinTech,Chandigarh,Private Equity,,Pre-COVID
2015-09-01,Stylecracker,SaaS,Mumbai,Private Equity,1000000.0,Pre-COVID
2015-09-01,Luxuryhues,E-commerce,Gurugram,Private Equity,900000.0,Pre-COVID
2015-09-02,HolaChef,FoodTech,Mumbai,Private Equity,,Pre-COVID
2015-09-02,Zivame,E-commerce,Bengaluru,Private Equity,40000000.0,Pre-COVID
2015-09-02,Capillary Tech,SaaS,Delhi,Private Equity,45000000.0,Pre-COVID
2015-09-03,Jobspire,SaaS,Bengaluru,Seed,260000.0,Pre-COVID
2015-09-03,MeraDoctor,HealthTech,Mumbai,Seed,,Pre-COVID
2015-09-03,Vistaar Finance,FinTech,Bengaluru,Private Equity,40000000.0,Pre-COVID
2015-09-03,HiJinny,HealthTech,Mumbai,Seed,,Pre-COVID
2015-09-04,Clapsnslaps,SaaS,Mumbai,Seed,150000.0,Pre-COVID
2015-09-04,Blubox,E-commerce,Mumbai,Seed,100000.0,Pre-COVID
2015-09-04,RoomCentral,Mobility,Bengaluru,Seed,2000000.0,Pre-COVID
2015-09-07,Sahayog Dairy,Others,Bhopal,Private Equity,1800000.0,Pre-COVID
2015-09-07,Zomato,FoodTech,Gurugram,Private Equity,60000000.0,Pre-COVID
2015-09-07,YouthKiAwaaz,Media,Delhi,Seed,600000.0,Pre-COVID
2015-09-07,Prozo,E-commerce,Delhi,Seed,205000.0,Pre-COVID
2015-09-08,MockBank,SaaS,Bengaluru,Seed,400000.0,Pre-COVID
2015-09-08,ReportBee,EdTech,Chennai,Seed,,Pre-COVID
2015-09-08,GuruG Learning,SaaS,Bengaluru,Seed,,Pre-COVID
2015-09-10,OnlineTyari,SaaS,Gurugram,Private Equity,770000.0,Pre-COVID
2015-09-10,IndustryBuying,E-commerce,Delhi,Private Equity,9200000.0,Pre-COVID
2015-09-10,The/Nudge Foundation,SaaS,Bengaluru,Seed,315000.0,Pre-COVID
2015-09-11,Renomania,RealEstate,Delhi,Seed,,Pre-COVID
2015-09-11,Zapyle,E-commerce,Bengaluru,Seed,1000000.0,Pre-COVID
2015-09-11,FitMeIn,HealthTech,Delhi,Seed,100000.0,Pre-COVID
2015-09-11,Envoged,E-commerce,Mumbai,Seed,,Pre-COVID
2015-09-12,CredR,E-commerce,Mumbai,Private Equity,15000000.0,Pre-COVID
2015-09-12,YatraGenie,Mobility,Hyderabad,Private Equity,,Pre-COVID
2015-09-14,CanvasFlip,SaaS,Hyderabad,Seed,1200000.0,Pre-COVID
2015-09-14,Shadowfax,Logistics,Gurugram,Private Equity,9000000.0,Pre-COVID
2015-09-14,UE Life Sciences,Others,,Private Equity,3000000.0,Pre-COVID
2015-09-14,Ola Cabs,Mobility,Bengaluru,Private Equity,225000000.0,Pre-COVID
2015-09-15,Coverfox,FinTech,Mumbai,Private Equity,2000000.0,Pre-COVID
2015-09-15,MoEngage,SaaS,Bengaluru,Private Equity,4250000.0,Pre-COVID
2015-09-15,Mubble,Others,Bengaluru,Seed,,Pre-COVID
2015-09-15,Tea Trails,Others,Mumbai,Seed,1000000.0,Pre-COVID
2015-09-15,Room on Call,E-commerce,Noida,Seed,300000.0,Pre-COVID
2015-09-15,FYNE,RealEstate,Bengaluru,Seed,,Pre-COVID
2015-09-16,WedmeGood.com,SaaS,Gurugram,Seed,410000.0,Pre-COVID
2015-09-16,ChaiPoint,FoodTech,Bengaluru,Private Equity,10000000.0,Pre-COVID
2015-09-16,XSTOK,E-commerce,Mumbai,Seed,450000.0,Pre-COVID
2015-09-17,Paintcollar,E-commerce,Mumbai,Seed,,Pre-COVID
2015-09-17,Bueno,FoodTech,Gurugram,Seed,600000.0,Pre-COVID
2015-09-17,UniLog,E-commerce,Bengaluru,Private Equity,,Pre-COVID
2015-09-17,YepMe,E-commerce,Gurugram,Private Equity,75000000.0,Pre-COVID
2015-09-18,Plabro,RealEstate,Delhi,Seed,350000.0,Pre-COVID
2015-09-18,CureJoy,HealthTech,Bengaluru,Private Equity,1150000.0,Pre-COVID
2015-09-18,Briston Technomach,AI & Deep Tech,Delhi,Seed,150000.0,Pre-COVID
2015-09-18,LabStreet,HealthTech,Gurugram,Seed,150000.0,Pre-COVID
2015-09-19,DailyNinja,Logistics,Bengaluru,Seed,,Pre-COVID
2015-09-21,Portea Medical,HealthTech,Bengaluru,Private Equity,37500000.0,Pre-COVID
2015-09-21,Neotrade Analytics,SaaS,Bengaluru,Seed,235000.0,Pre-COVID
2015-09-21,DishCo,FoodTech,Mumbai,Seed,,Pre-COVID
2015-09-21,LafaLafa,Others,Mumbai,Seed,125000.0,Pre-COVID
2015-09-21,ConnectAbank,FinTech,Mumbai,Seed,,Pre-COVID
2015-09-22,Furdo,RealEstate,Bengaluru,Seed,400000.0,Pre-COVID
2015-09-22,LogiNext,Logistics,Mumbai,Private Equity,10000000.0,Pre-COVID
2015-09-22,Korra,E-commerce,Delhi,Seed,300000.0,Pre-COVID
2015-09-22,Virtual Logic,SaaS,Bengaluru,Private Equity,800000.0,Pre-COVID
2015-09-22,GameXS.in,E-commerce,Delhi,Seed,,Pre-COVID
2015-09-22,Bestdealfinance,FinTech,Mumbai,Private Equity,3000000.0,Pre-COVID
2015-09-22,VillFarm,AgriTech,Bengaluru,Seed,,Pre-COVID
2015-09-22,The Man Company,E-commerce,Delhi,Seed,,Pre-COVID
2015-09-23,Credihealth,HealthTech,Gurugram,Seed,,Pre-COVID
2015-09-23,Amigobulls,Others,Bengaluru,Seed,,Pre-COVID
2015-09-23,SilverPush,SaaS,Gurugram,Private Equity,1200000.0,Pre-COVID
2015-09-23,Juggernaut,Media,Delhi,Private Equity,2250000.0,Pre-COVID
2015-09-23,InnerChef,FoodTech,Delhi,Private Equity,1750000.0,Pre-COVID
2015-09-24,Licious,SaaS,Bengaluru,Seed,1000000.0,Pre-COVID
2015-09-24,Fourth Partner Energy,Cleantech,Hyderabad,Private Equity,2000000.0,Pre-COVID
2015-09-24,Quintype,Media,Bengaluru,Private Equity,3300000.0,Pre-COVID
2015-09-24,Capabiliti,SaaS,Noida,Seed,400000.0,Pre-COVID
2015-09-25,TravelKhana,FoodTech,Delhi,Seed,,Pre-COVID
2015-09-28,Quickli,Logistics,Delhi,Seed,,Pre-COVID
2015-09-28,Ola Cabs,Mobility,Bengaluru,Private Equity,30000000.0,Pre-COVID
2015-09-29,Brigge,SaaS,Chennai,Seed,,Pre-COVID
2015-09-29,Zakoopi,E-commerce,Delhi,Seed,350000.0,Pre-COVID
2015-09-29,Hugefly,E-commerce,Pune,Seed,,Pre-COVID
2015-09-29,Inmobi,SaaS,Bengaluru,Private Equity,100000000.0,Pre-COVID
2015-09-29,LoanCircle,FinTech,Bengaluru,Seed,,Pre-COVID
2015-09-29,Paytm,E-commerce,Delhi,Private Equity,680000000.0,Pre-COVID
2015-09-29,Peppertap,FoodTech,Gurugram,Private Equity,36000000.0,Pre-COVID
2015-09-30,FirstTouch,Others,Gurugram,Seed,,Pre-COVID
2015-09-30,Eywa Media,SaaS,Bengaluru,Seed,1000000.0,Pre-COVID
2015-09-30,Infoworks,SaaS,Bengaluru,Private Equity,5000000.0,Pre-COVID
2015-09-30,RedDoorz,RealEstate,Noida,Seed,1000000.0,Pre-COVID
2015-10-01,Indifi,FinTech,Gurugram,Seed,,Pre-COVID
2015-10-01,Wydr,E-commerce,Delhi,Seed,,Pre-COVID
2015-10-01,EasyFix,E-commerce,Gurugram,Seed,,Pre-COVID
2015-10-01,Muvizz,SaaS,,Seed,350000.0,Pre-COVID
2015-10-01,Abhibus,SaaS,Hyderabad,Private Equity,,Pre-COVID
2015-10-01,Cleartax,SaaS,Delhi,Private Equity,,Pre-COVID
2015-10-02,Shopalyst,SaaS,Bengaluru,Private Equity,2000000.0,Pre-COVID
2015-10-03,Chillr,FinTech,Mumbai,Private Equity,6000000.0,Pre-COVID
2015-10-05,IndiaLends,FinTech,Delhi,Private Equity,1000000.0,Pre-COVID
2015-10-05,Rock N Shop,E-commerce,Delhi,Seed,150000.0,Pre-COVID
2015-10-05,Nykaa,HealthTech,Mumbai,Private Equity,9500000.0,Pre-COVID
2015-10-05,Voylla,E-commerce,Jaipur,Private Equity,15000000.0,Pre-COVID
2015-10-06,DocPlexus,HealthTech,Pune,Seed,700000.0,Pre-COVID
2015-10-06,WorkIndia,Others,Mumbai,Seed,500000.0,Pre-COVID
2015-10-06,SportzVillage,EdTech,Bengaluru,Private Equity,10000000.0,Pre-COVID
2015-10-06,SportyBeans,EdTech,Pune,Seed,,Pre-COVID
2015-10-06,Burger Singh,Logistics,Gurugram,Seed,500000.0,Pre-COVID
2015-10-06,Welcome Cure,RealEstate,Mumbai,Private Equity,6000000.0,Pre-COVID
2015-10-07,StalkBuyLove,E-commerce,Delhi,Private Equity,,Pre-COVID
2015-10-07,SchoolGuru,EdTech,Mumbai,Private Equity,3000000.0,Pre-COVID
2015-10-07,Naturally Yours,FoodTech,Mumbai,Seed,,Pre-COVID
2015-10-07,GoJavas,Logistics,Gurugram,Private Equity,20000000.0,Pre-COVID
2015-10-07,Scandid,Others,Pune,Private Equity,,Pre-COVID
2015-10-08,Mobikon,Mobility,Pune,Private Equity,,Pre-COVID
2015-10-08,Grabhouse,RealEstate,Bengaluru,Private Equity,10000000.0,Pre-COVID
2015-10-08,ZuperMeal,FoodTech,Mumbai,Private Equity,2000000.0,Pre-COVID
2015-10-08,Quifers,Logistics,Mumbai,Seed,310000.0,Pre-COVID
2015-10-08,Cube26,Others,Delhi,Private Equity,7700000.0,Pre-COVID
2015-10-09,Cloud Lending,FinTech,Bengaluru,Private Equity,8000000.0,Pre-COVID
2015-10-09,Inayo,HealthTech,Mumbai,Seed,300000.0,Pre-COVID
2015-10-09,WoNoBo,SaaS,Bengaluru,Private Equity,,Pre-COVID
2015-10-09,Stockroom.io,SaaS,Hyderabad,Seed,70000.0,Pre-COVID
2015-10-09,Kulzy,SaaS,Delhi,Seed,1000000.0,Pre-COVID
2015-10-09,Zeppery,FoodTech,Delhi,Seed,77000.0,Pre-COVID
2015-10-09,Curofy,HealthTech,Delhi,Private Equity,,Pre-COVID
2015-10-12,Mubble,Others,Bengaluru,Private Equity,,Pre-COVID
2015-10-12,Tripoto,Mobility,Delhi,Private Equity,,Pre-COVID
