date,startup_name,industry,city,investment_type,amount_usd,period
2017-02-08,Wandertrails,E-commerce,Bengaluru,Seed,1000000.0,Pre-COVID
2017-02-09,Voonik,E-commerce,Bengaluru,Private Equity,6000000.0,Pre-COVID
2017-02-09,Wooplr,E-commerce,Bengaluru,Private Equity,8000000.0,Pre-COVID
2017-02-09,1Crowd,FinTech,Mumbai,Seed,,Pre-COVID
2017-02-10,48East,E-commerce,Bengaluru,Private Equity,500000.0,Pre-COVID
2017-02-10,Redesyn,E-commerce,Mumbai,Seed,,Pre-COVID
2017-02-13,Sigtuple,SaaS,Bengaluru,Private Equity,5800000.0,Pre-COVID
2017-02-13,Fyle,SaaS,Bengaluru,Seed,400000.0,Pre-COVID
2017-02-13,Nurturey,E-commerce,Delhi,Seed,330000.0,Pre-COVID
2017-02-13,Better Mortgage,E-commerce,Gurugram,Private Equity,15000000.0,Pre-COVID
2017-02-13,Wassup,E-commerce,Chennai,Private Equity,3200000.0,Pre-COVID
2017-02-13,Flutura,SaaS,Bengaluru,Private Equity,7500000.0,Pre-COVID
2017-02-14,Connaizen,SaaS,Delhi,Seed,,Pre-COVID
2017-02-14,CCAvenue,E-commerce,Mumbai,Private Equity,22400000.0,Pre-COVID
2017-02-14,GoBumpr,E-commerce,Chennai,Seed,300000.0,Pre-COVID
2017-02-15,Innov8,E-commerce,Delhi,Seed,,Pre-COVID
2017-02-15,AirZaar,SaaS,,Seed,350000.0,Pre-COVID
2017-02-15,ZestMoney,E-commerce,Bengaluru,Private Equity,6500000.0,Pre-COVID
2017-02-16,Truebil,E-commerce,Mumbai,Private Equity,3000000.0,Pre-COVID
2017-02-16,YourStory,E-commerce,Bengaluru,Private Equity,3000000.0,Pre-COVID
2017-02-17,The Ken,E-commerce,Bengaluru,Seed,400000.0,Pre-COVID
2017-02-17,Urban Ladder,E-commerce,Bengaluru,Private Equity,15200000.0,Pre-COVID
2017-02-17,Aisle,E-commerce,Bengaluru,Seed,,Pre-COVID
2017-02-17,TownScript,E-commerce,Pune,Private Equity,,Pre-COVID
2017-02-17,Imaginate,SaaS,Hyderabad,Seed,500000.0,Pre-COVID
2017-02-17,Leopetra,E-commerce,Mumbai,Seed,40000.0,Pre-COVID
2017-02-18,Blood n Care,E-commerce,Gurugram,Seed,40000.0,Pre-COVID
2017-02-20,Flipkart,E-commerce,Bengaluru,Private Equity,38700000.0,Pre-COVID
2017-02-21,True Balance,E-commerce,Gurugram,Private Equity,15000000.0,Pre-COVID
2017-02-22,Vebbler,E-commerce,Bengaluru,Seed,40000.0,Pre-COVID
2017-02-23,Get My Parking,E-commerce,Delhi,Private Equity,1100000.0,Pre-COVID
2017-02-23,Lets Reap,E-commerce,Mumbai,Seed,,Pre-COVID
2017-02-24,Oglas,E-commerce,Noida,Seed,,Pre-COVID
2017-02-27,Staydobe,E-commerce,Bengaluru,Seed,,Pre-COVID
2017-02-27,Biryani By Kilo,E-commerce,Gurugram,Seed,375000.0,Pre-COVID
2017-02-27,Johari Shop,E-commerce,Bengaluru,Seed,94000.0,Pre-COVID
2017-02-28,NeoStencil,E-commerce,Delhi,Private Equity,1000000.0,Pre-COVID
2017-02-28,Blackbuck,Logistics,Bengaluru,Private Equity,70000000.0,Pre-COVID
2017-03-01,Paalak,E-commerce,Delhi,Seed,,Pre-COVID
2017-03-01,Ola,E-commerce,Bengaluru,Private Equity,330000000.0,Pre-COVID
2017-03-01,Seenit,E-commerce,Kolkata,Seed,,Pre-COVID
2017-03-01,Belong,E-commerce,Bengaluru,Private Equity,10000000.0,Pre-COVID
2017-03-02,CreditMantri,E-commerce,Chennai,Private Equity,7600000.0,Pre-COVID
2017-03-02,Kreate Konnect,SaaS,Vadodara,Seed,,Pre-COVID
2017-03-02,Red Carpet,E-commerce,Gurugram,Private Equity,2500000.0,Pre-COVID
2017-03-02,Celes Care,E-commerce,Hyderabad,Private Equity,1500000.0,Pre-COVID
2017-03-02,Karomi,SaaS,Chennai,Seed,500000.0,Pre-COVID
2017-03-03,Paytm Marketplace,E-commerce,Bengaluru,Private Equity,200000000.0,Pre-COVID
2017-03-03,Emojifi,E-commerce,Hyderabad,Seed,,Pre-COVID
2017-03-03,Nactus,E-commerce,Jaipur,Seed,,Pre-COVID
2017-03-03,Lets Endorse,E-commerce,Bengaluru,Seed,,Pre-COVID
2017-03-03,Tydy,SaaS,Bengaluru,Seed,275000.0,Pre-COVID
2017-03-03,Oho Shop,SaaS,Ahmedabad,Private Equity,6700000.0,Pre-COVID
2017-03-04,iGenetics,HealthTech,Mumbai,Private Equity,19500000.0,Pre-COVID
2017-03-06,Juno Clinic,E-commerce,Mumbai,Seed,1200000.0,Pre-COVID
2017-03-06,Summerlabel,E-commerce,Gurugram,Seed,150000.0,Pre-COVID
2017-03-06,PickMe,E-commerce,Mumbai,Private Equity,1790000.0,Pre-COVID
2017-03-07,Zapr,SaaS,Bengaluru,Private Equity,10000000.0,Pre-COVID
2017-03-07,Data Resolve,SaaS,Noida,Private Equity,1000000.0,Pre-COVID
2017-03-07,Blowhorn,E-commerce,Bengaluru,Private Equity,3650000.0,Pre-COVID
2017-03-07,Agrostar,SaaS,Pune,Private Equity,10000000.0,Pre-COVID
2017-03-07,Book Servicing,E-commerce,Delhi,Seed,30000.0,Pre-COVID
2017-03-08,Rivigo,Logistics,Gurugram,Private Equity,15000000.0,Pre-COVID
2017-03-08,PipeCandy,SaaS,Chennai,Seed,1100000.0,Pre-COVID
2017-03-08,Supr Daily,E-commerce,Mumbai,Seed,120000.0,Pre-COVID
2017-03-08,Parentune,E-commerce,Gurugram,Private Equity,,Pre-COVID
2017-03-09,AppBrowzer,E-commerce,Bengaluru,Seed,500000.0,Pre-COVID
2017-03-09,MagicBricks,E-commerce,Mumbai,Private Equity,4500000.0,Pre-COVID
2017-03-10,PropertyShare,E-commerce,Bengaluru,Seed,,Pre-COVID
2017-03-10,PeeBuddy,HealthTech,Delhi,Seed,443000.0,Pre-COVID
2017-03-10,iOrderFresh,E-commerce,Delhi,Seed,,Pre-COVID
2017-03-10,Lavelle Networks,SaaS,Bengaluru,Seed,600000.0,Pre-COVID
2017-03-14,MyDermacy,E-commerce,Delhi,Private Equity,,Pre-COVID
2017-03-15,LatestOne,E-commerce,Hyderabad,Private Equity,3350000.0,Pre-COVID
2017-03-15,Frapperz,E-commerce,Kolkata,Seed,100000.0,Pre-COVID
2017-03-16,mPaani,E-commerce,Mumbai,Private Equity,1350000.0,Pre-COVID
2017-03-16,ShilpMIS,SaaS,Surat,Seed,,Pre-COVID
2017-03-16,POPxo,E-commerce,Delhi,Private Equity,3100000.0,Pre-COVID
2017-03-16,Fitso,E-commerce,Gurugram,Seed,200000.0,Pre-COVID
2017-03-17,FarMart,SaaS,Gurugram,Seed,,Pre-COVID
2017-03-21,MyGlamm,E-commerce,Mumbai,Private Equity,5300000.0,Pre-COVID
2017-03-21,Airpay,SaaS,Mumbai,Private Equity,3670000.0,Pre-COVID
2017-03-21,Flipkart,E-commerce,Bengaluru,Private Equity,1400000000.0,Pre-COVID
2017-03-22,The Mons Co.,E-commerce,Delhi,Seed,,Pre-COVID
2017-03-22,Haqdarshak,E-commerce,Bengaluru,Seed,191000.0,Pre-COVID
2017-03-23,Ixigo,E-commerce,Gurugram,Private Equity,15000000.0,Pre-COVID
2017-03-23,Markets and Markets,SaaS,Pune,Private Equity,56000000.0,Pre-COVID
2017-03-24,Bizom,SaaS,Bengaluru,Seed,382000.0,Pre-COVID
2017-03-24,BabyonBoard,E-commerce,Bengaluru,Seed,,Pre-COVID
2017-03-24,Delhivery,SaaS,Delhi,Private Equity,100000000.0,Pre-COVID
2017-03-27,Sport Flashes,E-commerce,Delhi,Seed,,Pre-COVID
2017-03-28,DoneThing,E-commerce,Gurugram,Private Equity,300000.0,Pre-COVID
2017-03-28,Fynd,E-commerce,Mumbai,Private Equity,500000.0,Pre-COVID
2017-03-28,Wigzo,SaaS,Delhi,Private Equity,,Pre-COVID
2017-03-29,Zapyle,E-commerce,Bengaluru,Seed,,Pre-COVID
2017-03-29,Ithaka,E-commerce,Mumbai,Seed,325000.0,Pre-COVID
2017-03-29,perpule,E-commerce,Bengaluru,Seed,650000.0,Pre-COVID
2017-03-29,Byju\\xe2\\x80\\x99s,E-commerce,Bengaluru,Private Equity,,Pre-COVID
2017-03-29,Licious,E-commerce,Bengaluru,Private Equity,10000000.0,Pre-COVID
2017-03-29,Medinfi,E-commerce,Bengaluru,Seed,50000.0,Pre-COVID
2017-03-30,Indus OS,SaaS,Mumbai,Private Equity,,Pre-COVID
2017-03-30,Klinic App,E-commerce,Gurugram,Seed,,Pre-COVID
2017-03-30,Emflux Motors,SaaS,Bengaluru,Seed,,Pre-COVID
2017-03-31,FalconBrick,SaaS,Bengaluru,Seed,,Pre-COVID
2017-03-31,Rooter,E-commerce,Delhi,Private Equity,,Pre-COVID
2017-03-31,Jhakaas,E-commerce,Mumbai,Seed,155000.0,Pre-COVID
2017-03-31,Oriano Solar,SaaS,Mumbai,Private Equity,3000000.0,Pre-COVID
2017-03-31,BigBasket,E-commerce,Bengaluru,Private Equity,7000000.0,Pre-COVID
2017-03-31,Icertis,SaaS,Pune,Private Equity,25000000.0,Pre-COVID
2017-04-01,Cashe,E-commerce,Mumbai,Private Equity,3800000.0,Pre-COVID
2017-04-03,Eruditus,EdTech,Mumbai,Private Equity,8200000.0,Pre-COVID
2017-04-03,TestBook,E-commerce,Mumbai,Private Equity,,Pre-COVID
2017-04-03,Healthcare at Home,HealthTech,Noida,Private Equity,40000000.0,Pre-COVID
2017-04-03,Tyre Express,SaaS,Mumbai,Seed,,Pre-COVID
2017-04-03,SmartCoin,E-commerce,Bengaluru,Private Equity,,Pre-COVID
2017-04-04,Konsult App,E-commerce,Delhi,Seed,500000.0,Pre-COVID
2017-04-04,Trukky,E-commerce,Ahmedabad,Seed,500000.0,Pre-COVID
2017-04-04,ElastiRun,SaaS,Pune,Private Equity,7000000.0,Pre-COVID
2017-04-04,Whatfix,SaaS,Bengaluru,Private Equity,3690000.0,Pre-COVID
2017-04-04,Perfios,SaaS,Bengaluru,Private Equity,6100000.0,Pre-COVID
2017-04-04,WayCool,FoodTech,Chennai,Private Equity,2700000.0,Pre-COVID
2017-04-05,Credit Sudhaar,E-commerce,Mumbai,Seed,,Pre-COVID
2017-04-05,Fingerlix,E-commerce,Mumbai,Private Equity,3000000.0,Pre-COVID
2017-04-05,DataWeave,SaaS,Bengaluru,Private Equity,,Pre-COVID
2017-04-06,Medwell Ventures,HealthTech,Bengaluru,Private Equity,21000000.0,Pre-COVID
2017-04-06,Mech Mocha,E-commerce,Bengaluru,Private Equity,5000000.0,Pre-COVID
2017-04-07,Startup Buddy,E-commerce,Gurugram,Seed,,Pre-COVID
2017-04-07,QorQI,HealthTech,Noida,Seed,,Pre-COVID
2017-04-07,Twenty Two Motors,SaaS,Gurugram,Seed,,Pre-COVID
2017-04-07,PharmEasy,E-commerce,Mumbai,Private Equity,18000000.0,Pre-COVID
2017-04-08,FastFox,E-commerce,Gurugram,Private Equity,4600000.0,Pre-COVID
2017-04-08,WonderChef,E-commerce,Mumbai,Private Equity,,Pre-COVID
2017-04-10,Omnify,SaaS,Bengaluru,Seed,150000.0,Pre-COVID
2017-04-10,Capital Float,E-commerce,Bengaluru,Private Equity,2300000.0,Pre-COVID
2017-04-11,Ninjacart,E-commerce,Bengaluru,Private Equity,5500000.0,Pre-COVID
2017-04-11,MergerWare,SaaS,Bengaluru,Seed,100000.0,Pre-COVID
2017-04-11,Sports Flashes,E-commerce,Delhi,Seed,,Pre-COVID
2017-04-12,Tinmen,E-commerce,Hyderabad,Seed,,Pre-COVID
2017-04-12,Clovia,E-commerce,Delhi,Private Equity,4000000.0,Pre-COVID
2017-04-12,Emiza,Logistics,Mumbai,Private Equity,4500000.0,Pre-COVID
2017-04-12,HackerEarth,E-commerce,Bengaluru,Private Equity,4500000.0,Pre-COVID
2017-04-12,Squadrun,SaaS,Noida,Private Equity,2100000.0,Pre-COVID
2017-04-12,ScoutMyTrip,E-commerce,Mumbai,Seed,,Pre-COVID
2017-04-13,SafetyKart,E-commerce,Gurugram,Private Equity,,Pre-COVID
2017-04-13,WeAreHolidays,E-commerce,Gurugram,Private Equity,7700000.0,Pre-COVID
2017-04-14,Ola Cabs,E-commerce,Bengaluru,Private Equity,260000000.0,Pre-COVID
2017-04-15,Myly,E-commerce,Jaipur,Seed,310000.0,Pre-COVID
2017-04-17,Snackible,FoodTech,Mumbai,Seed,175000.0,Pre-COVID
2017-04-17,CrediHealth,E-commerce,Gurugram,Private Equity,1500000.0,Pre-COVID
2017-04-17,Navia Life Care,SaaS,Delhi,Seed,,Pre-COVID
2017-04-17,Simulanis,E-commerce,Delhi,Seed,,Pre-COVID
2017-04-17,LendingKart,E-commerce,Ahmedabad,Private Equity,4650000.0,Pre-COVID
2017-04-17,Be U Salons,E-commerce,Delhi,Seed,620000.0,Pre-COVID
2017-04-17,Raw Pressery,FoodTech,Mumbai,Seed,,Pre-COVID
2017-04-18,Absentia VR,SaaS,Bengaluru,Private Equity,1250000.0,Pre-COVID
2017-04-18,Innefu Security Consulting,SaaS,Delhi,Private Equity,2000000.0,Pre-COVID
2017-04-18,Whodat,SaaS,Bengaluru,Private Equity,600000.0,Pre-COVID
2017-04-19,IOTrek,SaaS,Delhi,Seed,155000.0,Pre-COVID
2017-04-20,HolaChef,E-commerce,Mumbai,Private Equity,3000000.0,Pre-COVID
2017-04-20,Wooplr,E-commerce,Bengaluru,Private Equity,,Pre-COVID
2017-04-21,Video Ken,E-commerce,Bengaluru,Seed,1000000.0,Pre-COVID
2017-04-24,Faasos,FoodTech,Pune,Private Equity,6300000.0,Pre-COVID
2017-04-24,Oyo Rooms,E-commerce,Gurugram,Private Equity,250000000.0,Pre-COVID
2017-04-24,Toppr,E-commerce,Mumbai,Private Equity,3200000.0,Pre-COVID
2017-04-24,Niramai,HealthTech,Bengaluru,Seed,,Pre-COVID
2017-04-25,The Office Pass,E-commerce,Gurugram,Seed,245000.0,Pre-COVID
2017-04-25,UrbanClap,E-commerce,Gurugram,Private Equity,3100000.0,Pre-COVID
2017-04-26,ZipGo,E-commerce,Bengaluru,Private Equity,,Pre-COVID
2017-04-26,StalkBuyLove,E-commerce,Delhi,Private Equity,1000000.0,Pre-COVID
2017-04-26,Howdy Ventures,E-commerce,Chennai,Seed,1500000.0,Pre-COVID
2017-04-26,Flytxt,SaaS,Mumbai,Private Equity,11000000.0,Pre-COVID
2017-04-26,Awfis,E-commerce,Mumbai,Private Equity,20000000.0,Pre-COVID
2017-04-26,Myra,E-commerce,Bengaluru,Private Equity,,Pre-COVID
2017-04-27,Scootsy,E-commerce,Mumbai,Private Equity,3600000.0,Pre-COVID
2017-04-27,Autobix,SaaS,Pune,Seed,,Pre-COVID
2017-04-27,eShiksha,SaaS,Jaipur,Seed,,Pre-COVID
2017-04-27,iNurture,E-commerce,Bengaluru,Private Equity,1500000.0,Pre-COVID
2017-04-28,Sepalika,E-commerce,Delhi,Seed,750000.0,Pre-COVID
2017-04-28,Mintwalk,E-commerce,Mumbai,Seed,,Pre-COVID
2017-04-29,Qriyo,E-commerce,Jaipur,Private Equity,,Pre-COVID
2017-05-01,Power2SME,E-commerce,Gurugram,Private Equity,10000000.0,Pre-COVID
2017-05-01,Ace2three,E-commerce,Hyderabad,Private Equity,73700000.0,Pre-COVID
2017-05-02,Innovapptive,SaaS,Hyderabad,Seed,1500000.0,Pre-COVID
2017-05-02,4tigo,Logistics,Bengaluru,Private Equity,10000000.0,Pre-COVID
2017-05-02,SMECorner,E-commerce,Mumbai,Private Equity,,Pre-COVID
2017-05-02,ZippServe,E-commerce,Bengaluru,Seed,390000.0,Pre-COVID
2017-05-03,Ola,E-commerce,Bengaluru,Private Equity,104500000.0,Pre-COVID
2017-05-03,Sumeru,SaaS,Bengaluru,Seed,1000000.0,Pre-COVID
2017-05-04,Healthians,E-commerce,Delhi,Private Equity,,Pre-COVID
2017-05-05,Balance App,E-commerce,Bengaluru,Seed,233000.0,Pre-COVID
2017-05-05,Good Methods Global,SaaS,Trivandrum,Private Equity,,Pre-COVID
2017-05-05,HealthMir,E-commerce,Delhi,Seed,,Pre-COVID
2017-05-05,Uactive,E-commerce,Mumbai,Seed,,Pre-COVID
2017-05-05,i-lend,E-commerce,Hyderabad,Seed,,Pre-COVID
2017-05-08,YepMe,E-commerce,Gurugram,Private Equity,700000.0,Pre-COVID
2017-05-08,Nightstay,E-commerce,Delhi,Seed,,Pre-COVID
2017-05-08,Devourin,SaaS,Pune,Seed,,Pre-COVID
2017-05-08,MyGreens,FoodTech,Delhi,Seed,1000000.0,Pre-COVID
2017-05-08,Ace Turtle,SaaS,Bengaluru,Private Equity,5000000.0,Pre-COVID
2017-05-08,CureFit,SaaS,Bengaluru,Private Equity,3200000.0,Pre-COVID
2017-05-09,Curie Labs,SaaS,Delhi,Seed,50000.0,Pre-COVID
2017-05-09,Uncanny Vision,SaaS,Bengaluru,Seed,,Pre-COVID
2017-05-09,Anchanto,SaaS,Pune,Private Equity,,Pre-COVID
2017-05-09,Sequretek,SaaS,Mumbai,Private Equity,,Pre-COVID
2017-05-10,Fourth Ambit,E-commerce,Bengaluru,Seed,600000.0,Pre-COVID
2017-05-10,Lucideus,SaaS,Delhi,Seed,,Pre-COVID
2017-05-10,Vidooly,E-commerce,Noida,Private Equity,1400000.0,Pre-COVID
2017-05-10,Chymera VR,SaaS,Bengaluru,Seed,,Pre-COVID
2017-05-10,Shopclues,E-commerce,Gurugram,Private Equity,7700000.0,Pre-COVID
2017-05-11,ION Energy,SaaS,Mumbai,Seed,,Pre-COVID
2017-05-11,Book My Diamond,E-commerce,Mumbai,Seed,,Pre-COVID
2017-05-11,Early Salary,E-commerce,Pune,Private Equity,4000000.0,Pre-COVID
2017-05-12,Aequm,E-commerce,Bengaluru,Seed,1000000.0,Pre-COVID
2017-05-12,Remit Guru,E-commerce,Mumbai,Private Equity,466000.0,Pre-COVID
2017-05-12,Log 9 Materials,SaaS,Bengaluru,Seed,,Pre-COVID
2017-05-12,Legal Raasta,E-commerce,Delhi,Private Equity,5000000.0,Pre-COVID
2017-05-15,Zapty,SaaS,Bengaluru,Seed,500000.0,Pre-COVID
2017-05-15,Vernacular.ai,SaaS,Bengaluru,Seed,,Pre-COVID
2017-05-16,Telr,SaaS,Mumbai,Private Equity,3000000.0,Pre-COVID
2017-05-16,Niki.ai,SaaS,Bengaluru,Private Equity,,Pre-COVID
2017-05-16,Fynd,E-commerce,Mumbai,Private Equity,500000.0,Pre-COVID
2017-05-17,Genie,E-commerce,Chennai,Seed,250000.0,Pre-COVID
2017-05-17,Paysense,E-commerce,Mumbai,Private Equity,5300000.0,Pre-COVID
2017-05-18,The Good Life,E-commerce,Mumbai,Seed,1000000.0,Pre-COVID
2017-05-18,PumpKart,E-commerce,Chandigarh,Seed,,Pre-COVID
2017-05-18,Paytm,E-commerce,Bengaluru,Private Equity,1400000000.0,Pre-COVID
2017-05-19,EzCred,E-commerce,Bengaluru,Seed,1000000.0,Pre-COVID
2017-05-19,HealthSutra,FoodTech,Hyderabad,Seed,,Pre-COVID
2017-05-20,YepMe,E-commerce,Delhi,Private Equity,,Pre-COVID
2017-05-22,Delhivery,Logistics,Delhi,Private Equity,30000000.0,Pre-COVID
2017-05-22,ZipGrid,E-commerce,Mumbai,Seed,500000.0,Pre-COVID
2017-05-23,Box8,E-commerce,Mumbai,Private Equity,1000000.0,Pre-COVID
2017-05-23,The Print,E-commerce,Delhi,Seed,,Pre-COVID
2017-05-23,Magicpin,E-commerce,Gurugram,Private Equity,6600000.0,Pre-COVID
2017-05-23,TravelSpice,E-commerce,Hyderabad,Seed,,Pre-COVID
2017-05-24,GenNext Students,E-commerce,Mumbai,Seed,580000.0,Pre-COVID
2017-05-25,Aye Finance,FinTech,Gurugram,Private Equity,8000000.0,Pre-COVID
2017-05-26,WhatsLoan,E-commerce,Bengaluru,Seed,,Pre-COVID
2017-05-29,Nivesh,E-commerce,Noida,Seed,,Pre-COVID
2017-05-29,Wowflux,SaaS,Delhi,Seed,,Pre-COVID
2017-05-29,Collateral Medical,E-commerce,Mumbai,Private Equity,3500000.0,Pre-COVID
2017-05-29,Cube Consumer Services,E-commerce,Mumbai,Seed,,Pre-COVID
2017-05-30,Loadshare,Logistics,Bengaluru,Seed,,Pre-COVID
2017-05-30,SimpliLend,E-commerce,Delhi,Seed,,Pre-COVID
2017-05-30,Supr Daily,E-commerce,Mumbai,Private Equity,1500000.0,Pre-COVID
2017-05-30,Swiggy,E-commerce,Bengaluru,Private Equity,80000000.0,Pre-COVID
2017-05-31,SastaSundar,E-commerce,Kolkata,Private Equity,5000000.0,Pre-COVID
2017-05-31,Magicpin,E-commerce,Gurugram,Private Equity,7000000.0,Pre-COVID
2017-06-01,Tripeur,SaaS,Bengaluru,Seed,,Pre-COVID
2017-06-02,RentOnGo,E-commerce,Bengaluru,Seed,234000.0,Pre-COVID
2017-06-05,Goomo,E-commerce,Mumbai,Private Equity,50000000.0,Pre-COVID
2017-06-05,MaxMyWealth,E-commerce,Mumbai,Private Equity,,Pre-COVID
2017-06-06,Spinny,E-commerce,Gurugram,Private Equity,1000000.0,Pre-COVID
2017-06-06,Healthbuds,E-commerce,Kolkata,Seed,,Pre-COVID
2017-06-06,Ftcash,E-commerce,Mumbai,Private Equity,,Pre-COVID
2017-06-06,BHIVE Workspace,E-commerce,Bengaluru,Private Equity,1200000.0,Pre-COVID
2017-06-06,wayForward,E-commerce,Delhi,Seed,1000000.0,Pre-COVID
2017-06-06,GyanDhan,E-commerce,Delhi,Private Equity,,Pre-COVID
2017-06-06,Hungry Foal,E-commerce,Gurugram,Private Equity,,Pre-COVID
2017-06-07,ZipLoan,E-commerce,Delhi,Seed,650000.0,Pre-COVID
2017-06-07,GrowFitter,E-commerce,Mumbai,Seed,600000.0,Pre-COVID
2017-06-08,Stratfit,E-commerce,Hyderabad,Seed,232000.0,Pre-COVID
2017-06-08,Multiplier Solutions,SaaS,Hyderabad,Private Equity,1500000.0,Pre-COVID
2017-06-08,ABI Health,SaaS,Bengaluru,Private Equity,1500000.0,Pre-COVID
2017-06-08,Stockal,E-commerce,Bengaluru,Seed,350000.0,Pre-COVID
2017-06-09,Guidoo,E-commerce,Mumbai,Seed,300000.0,Pre-COVID
2017-06-09,eSahai.in,E-commerce,Hyderabad,Seed,250000.0,Pre-COVID
2017-06-12,CoverFox,E-commerce,Mumbai,Private Equity,15000000.0,Pre-COVID
2017-06-12,Vista Rooms,E-commerce,Mumbai,Seed,776000.0,Pre-COVID
2017-06-12,LendingKart,E-commerce,Ahmedabad,Debt,7800000.0,Pre-COVID
2017-06-12,Boxx.ai,SaaS,Bengaluru,Private Equity,500000.0,Pre-COVID
2017-06-12,Loanmeet,E-commerce,Bengaluru,Seed,,Pre-COVID
2017-06-12,PeeSafe.in,HealthTech,Delhi,Private Equity,1000000.0,Pre-COVID
2017-06-13,Goodera,SaaS,Bengaluru,Private Equity,5500000.0,Pre-COVID
2017-06-13,Digit,SaaS,Bengaluru,Private Equity,,Pre-COVID
2017-06-13,HyperTrack,SaaS,Delhi,Private Equity,,Pre-COVID
2017-06-14,MrNeeds,E-commerce,Noida,Seed,500000.0,Pre-COVID
2017-06-14,Vanitycask,E-commerce,Mumbai,Seed,,Pre-COVID
2017-06-14,Ola,E-commerce,Bengaluru,Private Equity,50000000.0,Pre-COVID
2017-06-15,MoneyTap,E-commerce,Bengaluru,Private Equity,12300000.0,Pre-COVID
2017-06-16,HealthIntel,HealthTech,Delhi,Seed,,Pre-COVID
2017-06-16,EazyDiner,E-commerce,Gurugram,Seed,,Pre-COVID
2017-06-16,EdgeFx,E-commerce,Hyderabad,Seed,,Pre-COVID
2017-06-16,PortDesk,SaaS,Noida,Seed,2000000.0,Pre-COVID
2017-06-16,Fincash,E-commerce,Mumbai,Seed,100000.0,Pre-COVID
2017-06-16,Goodbox,E-commerce,Bengaluru,Private Equity,1000000.0,Pre-COVID
2017-06-19,DarwinBox,SaaS,Hyderabad,Private Equity,4000000.0,Pre-COVID
2017-06-19,Unbxd,SaaS,Bengaluru,Private Equity,12500000.0,Pre-COVID
2017-06-20,ForeverShop,E-commerce,Bengaluru,Seed,300000.0,Pre-COVID
2017-06-20,Insider.in,E-commerce,Mumbai,Private Equity,5200000.0,Pre-COVID
2017-06-21,Fynd,E-commerce,Mumbai,Private Equity,2400000.0,Pre-COVID
2017-06-21,Grow Fit,E-commerce,Bengaluru,Private Equity,4500000.0,Pre-COVID
2017-06-21,Fabulyst,SaaS,Hyderabad,Seed,215000.0,Pre-COVID
2017-06-21,mSwipe,SaaS,Mumbai,Private Equity,31000000.0,Pre-COVID
2017-06-21,OneAssist,E-commerce,Mumbai,Private Equity,,Pre-COVID
2017-06-22,Julia Computing,SaaS,Bengaluru,Private Equity,4600000.0,Pre-COVID
2017-06-22,Kissht,E-commerce,Mumbai,Private Equity,2000000.0,Pre-COVID
2017-06-22,Explore Life traveling,E-commerce,Bengaluru,Seed,500000.0,Pre-COVID
2017-06-23,Voxweb,E-commerce,Mumbai,Seed,1000000.0,Pre-COVID
2017-06-23,Loantap,E-commerce,Mumbai,Private Equity,4000000.0,Pre-COVID
2017-06-26,Flipkart,E-commerce,Bengaluru,Private Equity,71000000.0,Pre-COVID
2017-06-26,V Resorts,E-commerce,Noida,Private Equity,4000000.0,Pre-COVID
2017-06-26,HUG Innovations,SaaS,Hyderabad,Private Equity,5000000.0,Pre-COVID
2017-06-27,Stashfin,E-commerce,Delhi,Private Equity,5000000.0,Pre-COVID
2017-06-27,Formcept,E-commerce,Bengaluru,Private Equity,,Pre-COVID
2017-06-27,Spares Hub,E-commerce,Pune,Seed,311000.0,Pre-COVID
2017-06-28,FiTraQ,E-commerce,Delhi,Seed,,Pre-COVID
2017-06-28,Rubique,E-commerce,Mumbai,Private Equity,3000000.0,Pre-COVID
2017-06-28,Niki.ai,E-commerce,Bengaluru,Private Equity,2000000.0,Pre-COVID
2017-06-29,Fitpass,E-commerce,Delhi,Private Equity,1000000.0,Pre-COVID
2017-06-29,ZingHR,SaaS,Mumbai,Private Equity,,Pre-COVID
2017-06-30,Tagos Design,SaaS,Bengaluru,Private Equity,5000000.0,Pre-COVID
2017-06-30,UrbanClap,E-commerce,Gurugram,Private Equity,21000000.0,Pre-COVID
2017-07-01,Billion Loans,E-commerce,Bengaluru,Seed,1000000.0,Pre-COVID
2017-07-03,Ecolibriumenergy,SaaS,Ahmedabad,Private Equity,2600000.0,Pre-COVID
2017-07-04,Droom,E-commerce,Gurugram,Private Equity,20000000.0,Pre-COVID
2017-07-05,Jumbotail,E-commerce,Bengaluru,Private Equity,8500000.0,Pre-COVID
2017-07-05,Moglix,E-commerce,Noida,Private Equity,12000000.0,Pre-COVID
2017-07-05,Timesaverz,E-commerce,Mumbai,Private Equity,1000000.0,Pre-COVID
2017-07-06,Minjar,SaaS,Bengaluru,Seed,,Pre-COVID
2017-07-06,MyCity4kids,E-commerce,Gurugram,Seed,,Pre-COVID
2017-07-07,Clip App,E-commerce,Bengaluru,Seed,1000000.0,Pre-COVID
2017-07-07,Upwardly.in,E-commerce,Bengaluru,Seed,,Pre-COVID
2017-07-10,Autorox.co,SaaS,Hyderabad,Private Equity,3000000.0,Pre-COVID
2017-07-11,Fabogo,E-commerce,Pune,Private Equity,2250000.0,Pre-COVID
2017-07-11,Flickstree,E-commerce,Mumbai,Seed,464000.0,Pre-COVID
2017-07-11,Design Cafe,E-commerce,Bengaluru,Seed,,Pre-COVID
2017-07-12,Innoviti,SaaS,Bengaluru,Private Equity,18500000.0,Pre-COVID
